Item Category,Item Description,High Quality Value,Medium Quality Value
"Clothing, Footwear & Accessories",Halloween Mask,$8.22,$5.75
"Clothing, Footwear & Accessories",Halloween Wig,$7.71,$5.40
"Clothing, Footwear & Accessories",Headband,$6.61,$4.63
"Clothing, Footwear & Accessories",Infant's Body Suit/Snap Crotch Shirt,$5.47,$3.83
"Clothing, Footwear & Accessories",Infant's Dress,$8.03,$5.62
"Clothing, Footwear & Accessories",Infant's Jogging Suit,$7.82,$5.47
"Clothing, Footwear & Accessories",Infant's Onesie,$5.00,$3.50
"Clothing, Footwear & Accessories",Infant's Outfit: One-Piece,$6.68,$4.68
"Clothing, Footwear & Accessories",Infant's Outfit: Two-Piece,$6.94,$4.86
"Clothing, Footwear & Accessories",Infant's Pants,$5.24,$3.67
"Clothing, Footwear & Accessories",Infant's Shirt,$4.45,$3.12
"Clothing, Footwear & Accessories",Infant's Shorts,$4.90,$3.43
"Clothing, Footwear & Accessories",Infant's Skirt,$9.06,$6.34
"Clothing, Footwear & Accessories",Infant's Sleepwear: Footed Pajamas,$7.83,$5.48
"Clothing, Footwear & Accessories",Infant's Sleepwear: Gown,$7.65,$5.36
"Clothing, Footwear & Accessories",Infant's Sleepwear: Pajama Set,$9.26,$6.48
"Clothing, Footwear & Accessories",Infant's Sweater,$5.98,$4.19
"Clothing, Footwear & Accessories",Infant's Swimsuit,$6.85,$4.80
"Clothing, Footwear & Accessories",Infant's Undergarments: Onesie,$4.49,$3.14
"Clothing, Footwear & Accessories",Infant's Undergarments: Socks,$3.77,$2.64
"Clothing, Footwear & Accessories",Infant's Undergarments: Thermal Pants,$9.78,$6.85
"Clothing, Footwear & Accessories",Infant's Undergarments: Thermal Shirt,$3.60,$2.52
"Clothing, Footwear & Accessories",Jacket: Adult,$17.04,$11.93
"Clothing, Footwear & Accessories",Jacket: Youth,$11.82,$8.27
"Clothing, Footwear & Accessories",Maternity Dress: All Occasion,$13.64,$9.55
"Clothing, Footwear & Accessories",Maternity Dress: Formal,$20.14,$14.10
"Clothing, Footwear & Accessories",Maternity Jogging Suit,$12.51,$8.76
"Clothing, Footwear & Accessories",Maternity Pants: Capris,$10.07,$7.05
"Clothing, Footwear & Accessories",Maternity Pants: Cargo,$9.75,$6.83
"Clothing, Footwear & Accessories",Maternity Pants: Chinos/Khakis,$9.71,$6.80
"Clothing, Footwear & Accessories",Maternity Pants: Corduroy,$9.43,$6.60
"Clothing, Footwear & Accessories",Maternity Pants: Dress Slacks,$9.18,$6.43
"Clothing, Footwear & Accessories",Maternity Pants: Jeans/Denim,$10.15,$7.11
"Clothing, Footwear & Accessories",Maternity Pants: Leggings,$8.40,$5.88
"Clothing, Footwear & Accessories",Maternity Pants: Nylon/Athletic,$11.35,$7.95
"Clothing, Footwear & Accessories",Maternity Pants: Overalls/Coveralls,$12.69,$8.88
"Clothing, Footwear & Accessories",Maternity Pants: Sweatpants/Fleece,$10.63,$7.44
"Clothing, Footwear & Accessories",Maternity Shirt: Camisole,$6.55,$4.59
"Clothing, Footwear & Accessories",Maternity Shirt: Dress Shirt,$8.25,$5.78
"Clothing, Footwear & Accessories",Maternity Shirt: Flannel,$6.85,$4.80
"Clothing, Footwear & Accessories",Maternity Shirt: Halter,$11.48,$8.04
"Clothing, Footwear & Accessories",Maternity Shirt: Jersey,$6.78,$4.75
"Clothing, Footwear & Accessories",Maternity Shirt: Mock Turtleneck,$7.16,$5.01
"Clothing, Footwear & Accessories",Maternity Shirt: Polo,$8.74,$6.12
"Clothing, Footwear & Accessories",Maternity Shirt: Rugby,$7.00,$4.90
"Clothing, Footwear & Accessories",Maternity Shirt: Strapless,$8.84,$6.19
"Clothing, Footwear & Accessories",Maternity Shirt: Sweatshirt/Fleece,$8.63,$6.04
"Clothing, Footwear & Accessories",Maternity Shirt: T-Shirt,$6.25,$4.38
"Clothing, Footwear & Accessories",Maternity Shirt: Tank,$6.39,$4.47
"Clothing, Footwear & Accessories",Maternity Shirt: Turtleneck,$7.23,$5.06
"Clothing, Footwear & Accessories",Maternity Shirt: Work/Uniform,$8.67,$6.07
"Clothing, Footwear & Accessories",Maternity Shorts: Cargo,$9.35,$6.55
"Clothing, Footwear & Accessories",Maternity Shorts: Chinos/Khakis,$9.91,$6.94
"Clothing, Footwear & Accessories",Maternity Shorts: Jeans/Denim,$9.42,$6.59
"Clothing, Footwear & Accessories",Maternity Shorts: Nylon/Athletic,$12.38,$8.67
"Clothing, Footwear & Accessories",Maternity Skirt,$10.07,$7.05
"Clothing, Footwear & Accessories",Maternity Sleepwear: Nightgown,$10.37,$7.26
"Clothing, Footwear & Accessories",Maternity Sleepwear: Pajama Set,$12.29,$8.60
"Clothing, Footwear & Accessories",Maternity Suit: Blazer,$15.96,$11.17
"Clothing, Footwear & Accessories",Maternity Suit: Other,$22.50,$15.75
"Clothing, Footwear & Accessories",Maternity Suit: Pant Suit,$20.23,$14.16
"Clothing, Footwear & Accessories",Maternity Suit: Skirt Suit,$18.79,$13.15
"Clothing, Footwear & Accessories",Maternity Sweater: Cardigan,$10.78,$7.55
"Clothing, Footwear & Accessories",Maternity Sweater: Pullover,$9.36,$6.55
"Clothing, Footwear & Accessories",Maternity Sweater: Vest,$11.56,$8.09
"Clothing, Footwear & Accessories",Maternity Swimwear: Cover Up,$12.48,$8.74
"Clothing, Footwear & Accessories",Maternity Swimwear: One-Piece,$12.00,$8.40
"Clothing, Footwear & Accessories",Maternity Swimwear: Other,$12.00,$8.40
"Clothing, Footwear & Accessories",Maternity Swimwear: Two-Piece,$11.61,$8.13
"Clothing, Footwear & Accessories",Maternity Undergarments: Girdle,$8.47,$5.93
"Clothing, Footwear & Accessories",Maternity Undergarments: Nursing Bra,$7.94,$5.56
"Clothing, Footwear & Accessories",Maternity Undergarments: Slip: Full,$9.26,$6.48
"Clothing, Footwear & Accessories",Maternity Undergarments: Slip: Half,$8.75,$6.13
"Clothing, Footwear & Accessories",Maternity Undergarments: Thermal Pants,$7.99,$5.59
"Clothing, Footwear & Accessories",Maternity Undergarments: Thermal Shirt,$7.91,$5.54
"Clothing, Footwear & Accessories",Maternity Undergarments: Underwear,$4.91,$3.44
"Clothing, Footwear & Accessories",Men's Jogging Suit,$17.48,$12.24
"Clothing, Footwear & Accessories",Men's Medical Scrubs: Pants,$12.68,$8.88
"Clothing, Footwear & Accessories",Men's Medical Scrubs: Shirt,$12.73,$8.91
"Clothing, Footwear & Accessories",Men's Pants: Cargo,$15.59,$10.91
"Clothing, Footwear & Accessories",Men's Pants: Carpenter,$14.03,$9.82
"Clothing, Footwear & Accessories",Men's Pants: Chinos/Khakis,$12.68,$8.88
"Clothing, Footwear & Accessories",Men's Pants: Corduroy,$13.20,$9.24
"Clothing, Footwear & Accessories",Men's Pants: Dress Slacks,$12.00,$8.40
"Clothing, Footwear & Accessories",Men's Pants: Jeans/Denim,$13.45,$9.42
"Clothing, Footwear & Accessories",Men's Pants: Nylon/Athletic,$13.44,$9.41
"Clothing, Footwear & Accessories",Men's Pants: Overalls/Coveralls,$23.48,$16.44
"Clothing, Footwear & Accessories",Men's Pants: Sweatpants/Fleece,$14.23,$9.96
"Clothing, Footwear & Accessories",Men's Shirt: Dress Shirt,$10.87,$7.61
"Clothing, Footwear & Accessories",Men's Shirt: Flannel,$11.93,$8.35
"Clothing, Footwear & Accessories",Men's Shirt: Jersey,$9.84,$6.89
"Clothing, Footwear & Accessories",Men's Shirt: Mock Turtleneck,$9.87,$6.91
"Clothing, Footwear & Accessories",Men's Shirt: Polo,$10.20,$7.14
"Clothing, Footwear & Accessories",Men's Shirt: Rugby,$11.60,$8.12
"Clothing, Footwear & Accessories",Men's Shirt: Sweatshirt/Fleece,$11.82,$8.27
"Clothing, Footwear & Accessories",Men's Shirt: T-Shirt,$9.29,$6.50
"Clothing, Footwear & Accessories",Men's Shirt: Tank,$8.57,$6.00
"Clothing, Footwear & Accessories",Men's Shirt: Turtleneck,$10.36,$7.25
"Clothing, Footwear & Accessories",Men's Shirt: Work/Uniform,$9.93,$6.95
"Clothing, Footwear & Accessories",Men's Shorts: Cargo,$12.01,$8.41
"Clothing, Footwear & Accessories",Men's Shorts: Carpenter,$11.81,$8.27
"Clothing, Footwear & Accessories",Men's Shorts: Chinos/Khakis,$11.84,$8.29
"Clothing, Footwear & Accessories",Men's Shorts: Jeans/Denim,$11.75,$8.23
"Clothing, Footwear & Accessories",Men's Shorts: Nylon/Athletic,$12.54,$8.78
"Clothing, Footwear & Accessories",Men's Sleepwear: Lounge Pants,$8.91,$6.24
"Clothing, Footwear & Accessories",Men's Sleepwear: Pajama Set,$12.72,$8.90
"Clothing, Footwear & Accessories",Men's Sleepwear: Robe,$13.68,$9.58
"Clothing, Footwear & Accessories",Men's Suit: Sport Coat,$26.74,$18.72
"Clothing, Footwear & Accessories",Men's Suit: Suit Jacket,$27.95,$19.57
"Clothing, Footwear & Accessories",Men's Suit: Three-Piece,$48.94,$34.26
"Clothing, Footwear & Accessories",Men's Suit: Two-Piece,$51.58,$36.11
"Clothing, Footwear & Accessories",Men's Sweater: Cardigan,$15.09,$10.56
"Clothing, Footwear & Accessories",Men's Sweater: Pullover,$13.69,$9.58
"Clothing, Footwear & Accessories",Men's Sweater: Vest,$12.31,$8.62
"Clothing, Footwear & Accessories",Men's Swimwear: Bikini,$11.32,$7.92
"Clothing, Footwear & Accessories",Men's Swimwear: Trunks,$12.41,$8.69
"Clothing, Footwear & Accessories",Men's Undergarments: Socks,$2.09,$1.46
"Clothing, Footwear & Accessories",Men's Undergarments: Thermal Pants,$9.77,$6.84
"Clothing, Footwear & Accessories",Men's Undergarments: Thermal Shirt,$9.53,$6.67
"Clothing, Footwear & Accessories",Men's Undergarments: Underwear,$7.92,$5.54
"Clothing, Footwear & Accessories",Mittens or Gloves: Adult,$6.78,$4.75
"Clothing, Footwear & Accessories",Mittens or Gloves: Youth,$4.42,$3.09
"Clothing, Footwear & Accessories",Neck Tie,$6.97,$4.88
"Clothing, Footwear & Accessories",Purse: Girl's,$12.54,$8.78
"Clothing, Footwear & Accessories",Purse: Women's,$17.23,$12.06
"Clothing, Footwear & Accessories",Sandals: Leather: Adult,$14.67,$10.27
"Clothing, Footwear & Accessories",Sandals: Leather: Youth,$11.59,$8.11
"Clothing, Footwear & Accessories",Shoes: Athletic: Adult,$17.99,$12.59
"Clothing, Footwear & Accessories",Shoes: Athletic: Youth,$11.83,$8.28
"Clothing, Footwear & Accessories",Shoes: Casual: Adult,$15.42,$10.79
"Clothing, Footwear & Accessories",Shoes: Casual: Youth,$13.03,$9.12
"Clothing, Footwear & Accessories",Shoes: Dress: Adult,$17.12,$11.98
"Clothing, Footwear & Accessories",Shoes: Dress: Youth,$10.15,$7.11
"Clothing, Footwear & Accessories",Slippers: Adult,$10.98,$7.69
"Clothing, Footwear & Accessories",Slippers: Youth,$8.43,$5.90
"Clothing, Footwear & Accessories","Snowsuit, Bibs or Pants: Adult",$20.92,$14.64
"Clothing, Footwear & Accessories","Snowsuit, Bibs or Pants: Youth",$18.52,$12.96
"Clothing, Footwear & Accessories",Stocking Hat: Adult,$6.78,$4.75
"Clothing, Footwear & Accessories",Stocking Hat: Youth,$6.44,$4.51
"Clothing, Footwear & Accessories",Sunglasses,$16.29,$11.40
"Clothing, Footwear & Accessories",Suspenders: Adult,$8.19,$5.73
"Clothing, Footwear & Accessories",Suspenders: Youth,$6.03,$4.22
"Clothing, Footwear & Accessories",Toddler's Dress: All Occasion,$9.63,$6.74
"Clothing, Footwear & Accessories",Toddler's Dress: Formal,$10.07,$7.05
"Clothing, Footwear & Accessories",Toddler's Jogging Suit,$9.25,$6.48
"Clothing, Footwear & Accessories",Toddler's Outfit: One-Piece,$7.37,$5.16
"Clothing, Footwear & Accessories",Toddler's Outfit: Two-Piece,$7.66,$5.36
"Clothing, Footwear & Accessories",Toddler's Pants: Capris,$5.34,$3.74
"Clothing, Footwear & Accessories",Toddler's Pants: Cargo,$7.60,$5.32
"Clothing, Footwear & Accessories",Toddler's Pants: Carpenter,$6.88,$4.82
"Clothing, Footwear & Accessories",Toddler's Pants: Chinos/Khakis,$8.09,$5.66
"Clothing, Footwear & Accessories",Toddler's Pants: Corduroy,$6.65,$4.66
"Clothing, Footwear & Accessories",Toddler's Pants: Dress Slacks,$6.27,$4.39
"Clothing, Footwear & Accessories",Toddler's Pants: Jeans/Denim,$7.06,$4.94
"Clothing, Footwear & Accessories",Toddler's Pants: Leggings,$6.13,$4.29
"Clothing, Footwear & Accessories",Toddler's Pants: Nylon/Athletic,$6.03,$4.22
"Clothing, Footwear & Accessories",Toddler's Pants: Overalls/Coveralls,$9.15,$6.41
"Clothing, Footwear & Accessories",Toddler's Pants: Sweatpants/Fleece,$5.72,$4.00
"Clothing, Footwear & Accessories",Toddler's Shirt: Dress Shirt,$6.16,$4.31
"Clothing, Footwear & Accessories",Toddler's Shirt: Flannel,$5.42,$3.79
"Clothing, Footwear & Accessories",Toddler's Shirt: Jersey,$5.76,$4.03
"Clothing, Footwear & Accessories",Toddler's Shirt: Mock Turtleneck,$5.34,$3.74
"Clothing, Footwear & Accessories",Toddler's Shirt: Polo,$6.34,$4.44
"Clothing, Footwear & Accessories",Toddler's Shirt: Rugby,$5.90,$4.13
"Clothing, Footwear & Accessories",Toddler's Shirt: Sweatshirt/Fleece,$5.87,$4.11
"Clothing, Footwear & Accessories",Toddler's Shirt: T-Shirt,$6.51,$4.56
"Clothing, Footwear & Accessories",Toddler's Shirt: Tank,$4.83,$3.38
"Clothing, Footwear & Accessories",Toddler's Shirt: Turtleneck,$5.88,$4.12
"Clothing, Footwear & Accessories",Toddler's Shorts: Cargo,$6.16,$4.31
"Clothing, Footwear & Accessories",Toddler's Shorts: Carpenter,$5.58,$3.91
"Clothing, Footwear & Accessories",Toddler's Shorts: Chinos/Khakis,$5.44,$3.81
"Clothing, Footwear & Accessories",Toddler's Shorts: Jeans/Denim,$6.16,$4.31
"Clothing, Footwear & Accessories",Toddler's Shorts: Nylon/Athletic,$5.10,$3.57
"Clothing, Footwear & Accessories",Toddler's Skirt,$7.13,$4.99
"Clothing, Footwear & Accessories",Toddler's Sleepwear: Footed Pajamas,$6.97,$4.88
"Clothing, Footwear & Accessories",Toddler's Sleepwear: Lounge Pants,$4.87,$3.41
"Clothing, Footwear & Accessories",Toddler's Sleepwear: Nightgown,$7.07,$4.95
"Clothing, Footwear & Accessories",Toddler's Sleepwear: Other,$6.65,$4.66
"Clothing, Footwear & Accessories",Toddler's Sleepwear: Pajama Set,$6.97,$4.88
"Clothing, Footwear & Accessories",Toddler's Sweater: Cardigan,$8.19,$5.73
"Clothing, Footwear & Accessories",Toddler's Sweater: Pullover,$7.44,$5.21
"Clothing, Footwear & Accessories",Toddler's Sweater: Vest,$7.73,$5.41
"Clothing, Footwear & Accessories",Toddler's Swimsuit,$6.27,$4.39
"Clothing, Footwear & Accessories",Toddler's Undergarments: Socks,$3.45,$2.42
"Clothing, Footwear & Accessories",Toddler's Undergarments: Thermal Pants,$7.39,$5.17
"Clothing, Footwear & Accessories",Toddler's Undergarments: Thermal Shirt,$3.60,$2.52
"Clothing, Footwear & Accessories",Toddler's Undergarments: Underwear,$2.43,$1.70
"Clothing, Footwear & Accessories",Umbrella: Adult,$10.12,$7.08
"Clothing, Footwear & Accessories",Umbrella: Youth,$7.47,$5.23
"Clothing, Footwear & Accessories",Wallet: Boy's,$7.71,$5.40
"Clothing, Footwear & Accessories",Wallet: Men's,$14.75,$10.33
"Clothing, Footwear & Accessories",Western Hat: Adult,$16.11,$11.28
"Clothing, Footwear & Accessories",Western Hat: Youth,$10.87,$7.61
"Clothing, Footwear & Accessories",Winter Coat: Adult,$24.08,$16.86
"Clothing, Footwear & Accessories",Winter Coat: Youth,$17.76,$12.43
"Clothing, Footwear & Accessories",Winter Scarf: Adult,$9.03,$6.32
"Clothing, Footwear & Accessories",Winter Scarf: Youth,$5.22,$3.65
"Clothing, Footwear & Accessories",Women's All Occasion Dress: Jumper,$15.60,$10.92
"Clothing, Footwear & Accessories",Women's All Occasion Dress: Sundress,$15.09,$10.56
"Clothing, Footwear & Accessories",Women's Formal Dress: Bridesmaid,$31.20,$21.84
"Clothing, Footwear & Accessories",Women's Formal Dress: Evening,$32.77,$22.94
"Clothing, Footwear & Accessories",Women's Formal Dress: Prom,$36.53,$25.57
"Clothing, Footwear & Accessories",Women's Formal Dress: Wedding Gown,$79.40,$55.58
"Clothing, Footwear & Accessories",Women's Jogging Suit,$14.19,$9.93
"Clothing, Footwear & Accessories",Women's Medical Scrubs: Pants,$9.56,$6.69
"Clothing, Footwear & Accessories",Women's Medical Scrubs: Shirt,$8.64,$6.05
"Clothing, Footwear & Accessories",Women's Pants: Capris,$10.79,$7.55
"Clothing, Footwear & Accessories",Women's Pants: Cargo,$12.44,$8.71
"Clothing, Footwear & Accessories",Women's Pants: Carpenter,$13.18,$9.23
"Clothing, Footwear & Accessories",Women's Pants: Chinos/Khakis,$10.67,$7.47
"Clothing, Footwear & Accessories",Women's Pants: Corduroy,$11.51,$8.06
"Clothing, Footwear & Accessories",Women's Pants: Dress Slacks,$10.77,$7.54
"Clothing, Footwear & Accessories",Women's Pants: Jeans/Denim,$10.83,$7.58
"Clothing, Footwear & Accessories",Women's Pants: Leggings,$10.12,$7.08
"Clothing, Footwear & Accessories",Women's Pants: Nylon/Athletic,$12.31,$8.62
"Clothing, Footwear & Accessories",Women's Pants: Overalls/Coveralls,$18.29,$12.80
"Clothing, Footwear & Accessories",Women's Pants: Sweatpants/Fleece,$10.32,$7.22
"Clothing, Footwear & Accessories",Women's Shirt: Camisole,$7.85,$5.50
"Clothing, Footwear & Accessories",Women's Shirt: Dress Shirt,$10.77,$7.54
"Clothing, Footwear & Accessories",Women's Shirt: Flannel,$9.49,$6.64
"Clothing, Footwear & Accessories",Women's Shirt: Halter,$8.84,$6.19
"Clothing, Footwear & Accessories",Women's Shirt: Jersey,$8.79,$6.15
"Clothing, Footwear & Accessories",Women's Shirt: Mock Turtleneck,$8.91,$6.24
"Clothing, Footwear & Accessories",Women's Shirt: Polo,$8.84,$6.19
"Clothing, Footwear & Accessories",Women's Shirt: Rugby,$11.45,$8.02
"Clothing, Footwear & Accessories",Women's Shirt: Strapless,$8.43,$5.90
"Clothing, Footwear & Accessories",Women's Shirt: Sweatshirt/Fleece,$10.63,$7.44
"Clothing, Footwear & Accessories",Women's Shirt: T-Shirt,$8.43,$5.90
"Clothing, Footwear & Accessories",Women's Shirt: Tank,$8.36,$5.85
"Clothing, Footwear & Accessories",Women's Shirt: Turtleneck,$9.08,$6.36
"Clothing, Footwear & Accessories",Women's Shirt: Work/Uniform,$8.91,$6.24
"Clothing, Footwear & Accessories",Women's Shorts: Cargo,$10.79,$7.55
"Clothing, Footwear & Accessories",Women's Shorts: Carpenter,$9.89,$6.92
"Clothing, Footwear & Accessories",Women's Shorts: Chinos/Khakis,$8.54,$5.98
"Clothing, Footwear & Accessories",Women's Shorts: Jeans/Denim,$10.49,$7.34
"Clothing, Footwear & Accessories",Women's Shorts: Nylon/Athletic,$10.12,$7.08
"Clothing, Footwear & Accessories",Women's Skirt: Full-Length,$14.34,$10.04
"Clothing, Footwear & Accessories",Women's Skirt: Knee-Length,$11.38,$7.97
"Clothing, Footwear & Accessories",Women's Skirt: Mini,$10.75,$7.53
"Clothing, Footwear & Accessories",Women's Skirt: Skorts,$12.48,$8.74
"Clothing, Footwear & Accessories",Women's Sleepwear: Lounge Pants,$8.75,$6.13
"Clothing, Footwear & Accessories",Women's Sleepwear: Nightgown,$10.12,$7.08
"Clothing, Footwear & Accessories",Women's Sleepwear: Nightshirt,$8.54,$5.98
"Clothing, Footwear & Accessories",Women's Sleepwear: Pajama Set,$11.48,$8.04
"Clothing, Footwear & Accessories",Women's Sleepwear: Robe,$14.86,$10.40
"Clothing, Footwear & Accessories",Women's Suit: Blazer,$22.63,$15.84
"Clothing, Footwear & Accessories",Women's Suit: Pant Suit,$23.83,$16.68
"Clothing, Footwear & Accessories",Women's Suit: Skirt Suit,$25.03,$17.52
"Clothing, Footwear & Accessories",Women's Suit: Suit Jacket,$23.08,$16.16
"Clothing, Footwear & Accessories",Women's Sweater: Cardigan,$12.49,$8.74
"Clothing, Footwear & Accessories",Women's Sweater: Pullover,$12.14,$8.50
"Clothing, Footwear & Accessories",Women's Sweater: Vest,$11.85,$8.30
"Clothing, Footwear & Accessories",Women's Swimwear: Cover Up,$13.15,$9.21
"Clothing, Footwear & Accessories",Women's Swimwear: One-Piece,$12.10,$8.47
"Clothing, Footwear & Accessories",Women's Swimwear: Two-Piece,$11.48,$8.04
"Clothing, Footwear & Accessories",Women's Undergarments: Bra,$8.55,$5.99
"Clothing, Footwear & Accessories",Women's Undergarments: Girdle,$7.72,$5.40
"Clothing, Footwear & Accessories",Women's Undergarments: Slip: Full,$7.72,$5.40
"Clothing, Footwear & Accessories",Women's Undergarments: Slip: Half,$5.69,$3.98
"Clothing, Footwear & Accessories",Women's Undergarments: Socks,$2.75,$1.93
"Clothing, Footwear & Accessories",Women's Undergarments: Thermal Pants,$6.97,$4.88
"Clothing, Footwear & Accessories",Women's Undergarments: Thermal Shirt,$7.47,$5.23
"Clothing, Footwear & Accessories",Women's Undergarments: Underwear,$4.15,$2.91
"Clothing, Footwear & Accessories",Women's Wig,$18.69,$13.08
"Clothing, Footwear & Accessories",Wristwatch: Adult,$30.01,$21.01
"Clothing, Footwear & Accessories",Wristwatch: Youth,$11.82,$8.27
Computers & Office,All-in-One,$19.18,$13.43
